grid_id,lat,lon,forest_mask,ndmi,ndvi,forest_pct,ndmi_raw_score,ndmi_hist_mean,ndmi_hist_min,ndmi_hist_max,ndmi_hist_count,ndmi_deviation,moisture_score_calibrated,moisture_class_calibrated,ndmi_calibration_method,map1_distance_m,map1_pressure,map2_distance_m,map2_pressure,mining_pressure_score,mining_pressure_class,fire_count,fire_frp_max,fire_frp_sum,fire_detected,fire_intensity_class,ndvi_hist_mean,ndmi_hist_mean_trend,repeated_fire_count,ndvi_trend_class,ndmi_trend_class,repeated_fire_class,health_score,health_class,health_risk,moisture_risk,mining_risk,fire_risk,historical_risk_score,final_risk_score,final_priority,patrol_action,google_maps_link,system_run_timestamp_local,corrected_health_score,corrected_health_class,corrected_health_risk,corrected_moisture_score,corrected_moisture_class,corrected_moisture_risk,corrected_mining_risk,corrected_mining_class,corrected_fire_risk,corrected_fire_class,corrected_history_risk,corrected_final_risk_score,corrected_final_priority,corrected_patrol_action,pipeline_timestamp
GD-57-13,25.01652893,87.15366237127375,0.076375917,-0.138688326,0.2714717369646149,7.637591715,23,-0.15098169,-0.160629542,-0.120587,29,0.0123,49,DRY,GRID_HISTORY_CALIBRATED,18951.21,0,20793.5,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2692701533447993,-0.15098169,0,STABLE,STABLE,NO_REPEATED_FIRE,27,STRESSED,73,51,0,0,0,33.55,LOW,Routine monitoring,"https://www.google.com/maps?q=25.0165289256198,87.15366237127375",02-05-2026 16:55,41.27,MODERATE,58.73,23.04,DRY_STRESS,67.74,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.94,LOW,Continue monitoring,02-05-2026 16:55
GD-55-29,24.99856270211998,87.31207703352413,0.016458775,-0.117849484,0.279381613,1.6458774965327605,26,-0.118749151,-0.125209889,-0.06845,24,0.0009,18,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,5283.09,0,4688.3,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2827150201295805,-0.118749151,0,STABLE,STABLE,NO_REPEATED_FIRE,28,STRESSED,72,82,0,0,0,42.6,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.99856270211998,87.31207703352413",02-05-2026 16:55,42.15,MODERATE,57.85,26.02,DRY_STRESS,63.57,20,MODERATE_DISTANCE,0,NO_ACTIVE_FIRE,5,38.93,LOW,Continue monitoring,02-05-2026 16:55
GD-65-26,25.08839381961907,87.28237428435219,0.035480706,-0.134717353,0.2659797313139505,3.5480705529570624,24,-0.12906681,-0.134717353,-0.120235,24,-0.0057,0,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,7205.92,0,12800.51,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2726660980884687,-0.12906681,0,STABLE,STABLE,NO_REPEATED_FIRE,27,STRESSED,73,100,0,0,0,48.25,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.08839381961907,87.28237428435219",02-05-2026 16:55,40.66,MODERATE,59.34,23.61,DRY_STRESS,66.94,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.88,LOW,Continue monitoring,02-05-2026 16:55
GD-58-26,25.025512037369708,87.28237428435219,0.038364646,-0.133641492,0.2645519276865543,3.836464560204953,24,-0.129433184,-0.135388322,-0.064283,24,-0.0042,2,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,6165.93,0,8380.81,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2707433435558299,-0.129433184,0,STABLE,STABLE,NO_REPEATED_FIRE,26,STRESSED,74,98,0,0,0,47.9,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.025512037369708,87.28237428435219",02-05-2026 16:55,40.51,MODERATE,59.49,23.77,DRY_STRESS,66.73,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.87,LOW,Continue monitoring,02-05-2026 16:55
GD-66-28,25.097376931368988,87.30217611713348,0.020475012,-0.129746215,0.2574897732495947,2.047501173279191,24,-0.127570856,-0.131070441,-0.113586,24,-0.0022,3,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,6511.32,0,12530.91,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2674972305623584,-0.127570856,0,STABLE,STABLE,NO_REPEATED_FIRE,26,STRESSED,74,97,0,0,0,47.6,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.097376931368988,87.30217611713348",02-05-2026 16:55,39.72,STRESSED,60.28,24.32,DRY_STRESS,65.95,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.87,LOW,Continue monitoring,02-05-2026 16:55
GD-44-14,24.89974847287097,87.16356328766442,0.031701477,-0.138329906,0.2733146375502687,3.170147660558622,23,-0.145803031,-0.154461706,-0.097141,24,0.0075,33,VERY_DRY,GRID_HISTORY_CALIBRATED,23837.28,0,22314.07,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2794103762750603,-0.145803031,0,STABLE,STABLE,NO_REPEATED_FIRE,27,STRESSED,73,67,0,0,0,38.35,LOW,Routine monitoring,"https://www.google.com/maps?q=24.89974847287097,87.16356328766442",02-05-2026 16:55,41.48,MODERATE,58.52,23.1,DRY_STRESS,67.67,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.86,LOW,Continue monitoring,02-05-2026 16:55
GD-64-30,25.079410707869165,87.32197794991478,0.024237689,-0.112529912,0.2717603077850622,2.423768875206851,27,-0.123749856,-0.132441584,-0.08769,24,0.0112,45,DRY,GRID_HISTORY_CALIBRATED,3753.93,0,9802.93,0,0,NONE,0,,0,FALSE,NO_FIRE,0.270353357,-0.123749856,0,STABLE,STABLE,NO_REPEATED_FIRE,27,STRESSED,73,55,0,0,0,34.75,LOW,Routine monitoring,"https://www.google.com/maps?q=25.079410707869165,87.32197794991478",02-05-2026 16:55,41.31,MODERATE,58.69,26.78,DRY_STRESS,62.51,20,MODERATE_DISTANCE,0,NO_ACTIVE_FIRE,5,38.86,LOW,Continue monitoring,02-05-2026 16:55
GD-60-03,25.043478260869524,87.05465320736727,0.015933475,-0.121401871,0.2428571611150624,1.5933475135011632,26,-0.1469876,-0.160177318,-0.098831,24,0.0256,68,NORMAL_MOISTURE,GRID_HISTORY_CALIBRATED,28619.13,0,31110.42,0,0,NONE,0,,0,FALSE,NO_FIRE,0.249462639,-0.1469876,0,STABLE,STABLE,NO_REPEATED_FIRE,24,STRESSED,76,32,0,0,0,28.6,LOW,Routine monitoring,"https://www.google.com/maps?q=25.043478260869524,87.05465320736727",02-05-2026 16:55,38.1,STRESSED,61.9,25.51,DRY_STRESS,64.28,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.85,LOW,Continue monitoring,02-05-2026 16:55
GD-59-24,25.03449514911961,87.26257245157089,0.024226089,-0.12866412,0.2564861709581865,2.422608881298041,24,-0.129065807,-0.132635192,-0.121603454,24,0.0004,13,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,7785.13,0,10610.54,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2609434181157686,-0.129065807,0,STABLE,STABLE,NO_REPEATED_FIRE,26,STRESSED,74,87,0,0,0,44.6,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.034495149119614,87.26257245157089",02-05-2026 16:55,39.61,STRESSED,60.39,24.48,DRY_STRESS,65.73,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.84,LOW,Continue monitoring,02-05-2026 16:55
GD-46-11,24.917714696370798,87.13386053849247,0.0411201,-0.133240545,0.2650216225873225,4.112010002,24,-0.136239719,-0.139480652,-0.130771613,24,0.003,17,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,25173.48,0,24223.64,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2709842689613636,-0.136239719,0,STABLE,STABLE,NO_REPEATED_FIRE,27,STRESSED,73,83,0,0,0,43.15,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.917714696370794,87.13386053849247",02-05-2026 16:55,40.56,MODERATE,59.44,23.82,DRY_STRESS,66.65,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.83,LOW,Continue monitoring,02-05-2026 16:55
GD-72-31,25.151275601868445,87.33187886630543,0.029618594,-0.125575578,0.2510642479143671,2.961859428471415,25,-0.132472838,-0.139010386,-0.107418,24,0.0069,32,VERY_DRY,GRID_HISTORY_CALIBRATED,11263.39,0,16972.53,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2524349451315313,-0.132472838,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,68,0,0,0,39.15,LOW,Routine monitoring,"https://www.google.com/maps?q=25.151275601868445,87.33187886630543",02-05-2026 16:55,39.01,STRESSED,60.99,24.92,DRY_STRESS,65.12,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.83,LOW,Continue monitoring,02-05-2026 16:55
GD-62-29,25.061444484369343,87.31207703352413,0.012884287,-0.120004339,0.286440263,1.2884286934244196,26,-0.132421922,-0.14241359,-0.075468,24,0.0124,38,DRY,GRID_HISTORY_CALIBRATED,3041.6,0,8623.43,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2845637274914934,-0.132421922,0,STABLE,STABLE,NO_REPEATED_FIRE,29,STRESSED,71,62,0,0,0,36.35,LOW,Routine monitoring,"https://www.google.com/maps?q=25.061444484369343,87.31207703352413",02-05-2026 16:55,42.94,MODERATE,57.06,25.71,DRY_STRESS,64,20,MODERATE_DISTANCE,0,NO_ACTIVE_FIRE,5,38.82,LOW,Continue monitoring,02-05-2026 16:55
GD-59-21,25.03449514911961,87.23286970239894,0.061366305,-0.120325691,0.2422998044292133,6.136630492794866,26,-0.121429755,-0.125255,-0.115240463,24,0.0011,15,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,10741.54,0,13397.77,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2464419932714581,-0.121429755,0,STABLE,STABLE,NO_REPEATED_FIRE,24,STRESSED,76,85,0,0,0,44.5,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.034495149119614,87.23286970239894",02-05-2026 16:55,38.03,STRESSED,61.97,25.67,DRY_STRESS,64.07,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.81,LOW,Continue monitoring,02-05-2026 16:55
GD-73-33,25.16025871361835,87.35168069908673,0.010434854,-0.120705698,0.2427682971064581,1.0434854392043171,26,-0.12804681,-0.134431845,-0.091362,24,0.0073,32,VERY_DRY,GRID_HISTORY_CALIBRATED,12271.37,0,17642.91,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2464901421979929,-0.12804681,0,STABLE,STABLE,NO_REPEATED_FIRE,24,STRESSED,76,68,0,0,0,39.4,LOW,Routine monitoring,"https://www.google.com/maps?q=25.16025871361835,87.35168069908673",02-05-2026 16:55,38.09,STRESSED,61.91,25.61,DRY_STRESS,64.14,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.81,LOW,Continue monitoring,02-05-2026 16:55
GD-70-31,25.133309378368622,87.33187886630543,0.06691839,-0.125050369,0.2516158431937625,6.691838955231468,25,-0.122153803,-0.125691026,-0.08963,24,-0.0029,1,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,9280.63,0,15036.92,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2567709879789224,-0.122153803,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,99,0,0,0,48.45,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.133309378368622,87.33187886630543",02-05-2026 16:55,39.07,STRESSED,60.93,24.99,DRY_STRESS,65.01,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.78,LOW,Continue monitoring,02-05-2026 16:55
GD-59-10,25.03449514911961,87.12395962210181,0.027888557,-0.132948916,0.2657294170255698,2.7888556789069265,24,-0.130412196,-0.135535349,-0.083346,24,-0.0025,5,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,21675.64,0,24053.02,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2731423670450958,-0.130412196,0,STABLE,STABLE,NO_REPEATED_FIRE,27,STRESSED,73,95,0,0,0,46.75,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.034495149119614,87.12395962210181",02-05-2026 16:55,40.64,MODERATE,59.36,23.86,DRY_STRESS,66.59,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.78,LOW,Continue monitoring,02-05-2026 16:55
GD-51-14,24.96263025512034,87.16356328766442,0.014001784,-0.138763036,0.2767516435945139,1.4001784024829718,23,-0.138013766,-0.140429391,-0.119907,24,-0.0007,3,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,20004.5,0,19984.53,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2799080739027061,-0.138013766,0,STABLE,STABLE,NO_REPEATED_FIRE,28,STRESSED,72,97,0,0,0,47.1,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.96263025512034,87.16356328766442",02-05-2026 16:55,41.86,MODERATE,58.14,23.03,DRY_STRESS,67.75,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.77,LOW,Continue monitoring,02-05-2026 16:55
GD-65-28,25.08839381961907,87.30217611713348,0.024234842,-0.129972675,0.2609509450263611,2.423484228245594,24,-0.128604468,-0.132398972,-0.118216,24,-0.0014,5,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,5737.2,0,11683.65,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2657818369611129,-0.128604468,0,STABLE,STABLE,NO_REPEATED_FIRE,26,STRESSED,74,95,0,0,0,47,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.08839381961907,87.30217611713348",02-05-2026 16:55,40.11,MODERATE,59.89,24.29,DRY_STRESS,65.99,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.76,LOW,Continue monitoring,02-05-2026 16:55
GD-52-02,24.97161336687025,87.04475229097663,0.061531778,-0.126437576,0.2546835045654894,6.153177780885209,25,-0.137420397,-0.145283923,-0.126437576,29,0.011,43,DRY,GRID_HISTORY_CALIBRATED,30803.85,0,31756.72,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2708809198711678,-0.137420397,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,57,0,0,0,35.85,LOW,Routine monitoring,"https://www.google.com/maps?q=24.97161336687025,87.04475229097663",02-05-2026 16:55,39.41,STRESSED,60.59,24.79,DRY_STRESS,65.29,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.76,LOW,Continue monitoring,02-05-2026 16:55
GD-79-15,25.214157384117808,87.17346420405505,0.071504712,-0.098888548,0.205943087,7.150471180866102,29,-0.090021144,-0.103254056,-0.014356,29,-0.0089,5,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,24768.52,0,30532.22,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2208694644466693,-0.090021144,0,STABLE,STABLE,NO_REPEATED_FIRE,21,STRESSED,79,95,0,0,0,48.25,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.214157384117808,87.17346420405505",02-05-2026 16:55,33.99,STRESSED,66.01,28.73,DRY_STRESS,59.83,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.75,LOW,Continue monitoring,02-05-2026 16:55
GD-70-27,25.133309378368622,87.29227520074284,0.015505953,-0.122134401,0.2474058800087253,1.5505952825697702,25,-0.120935942,-0.12606098,-0.060848,24,-0.0012,6,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,10428.87,0,16478.14,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2604902278994043,-0.120935942,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,94,0,0,0,46.95,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.133309378368622,87.29227520074284",02-05-2026 16:55,38.6,STRESSED,61.4,25.41,DRY_STRESS,64.43,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.75,LOW,Continue monitoring,02-05-2026 16:55
GD-67-30,25.10636004311889,87.32197794991478,0.010467892,-0.127515498,0.2579308492772797,1.046789200067325,25,-0.124975051,-0.128011103,-0.103722,24,-0.0025,1,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,6522.24,0,12505.19,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2704152081046982,-0.124975051,0,STABLE,STABLE,NO_REPEATED_FIRE,26,STRESSED,74,99,0,0,0,48.2,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.106360043118894,87.32197794991478",02-05-2026 16:55,39.77,STRESSED,60.23,24.64,DRY_STRESS,65.5,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.72,LOW,Continue monitoring,02-05-2026 16:55
GD-64-15,25.079410707869165,87.17346420405505,0.022467105,-0.138400776,0.2777103412071789,2.246710486522788,23,-0.156605668,-0.168006402,-0.072996,24,0.0182,36,DRY,GRID_HISTORY_CALIBRATED,16989.31,0,20865.58,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2657412712442454,-0.156605668,0,STABLE,STABLE,NO_REPEATED_FIRE,28,STRESSED,72,64,0,0,0,37.2,LOW,Routine monitoring,"https://www.google.com/maps?q=25.079410707869165,87.17346420405505",02-05-2026 16:55,41.97,MODERATE,58.03,23.09,DRY_STRESS,67.68,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.71,LOW,Continue monitoring,02-05-2026 16:55
GD-34-30,24.80991735537188,87.32197794991478,0.033113349,-0.148905533,0.2969478479866528,3.311334859516022,22,-0.153837467,-0.167261093,-0.07349,29,0.0049,25,VERY_DRY,GRID_HISTORY_CALIBRATED,24154.28,0,20668.35,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2932654501822481,-0.153837467,0,STABLE,STABLE,NO_REPEATED_FIRE,30,STRESSED,70,75,0,0,0,40,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.80991735537188,87.32197794991478",02-05-2026 16:55,44.11,MODERATE,55.89,21.58,DRY_STRESS,69.78,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.7,LOW,Continue monitoring,02-05-2026 16:55
GD-69-31,25.12432626661871,87.33187886630543,0.061902908,-0.130498561,0.2644906275411658,6.190290831020023,24,-0.125946114,-0.132154208,-0.039417,24,-0.0046,2,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,8290.45,0,14074.74,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2714036884317783,-0.125946114,0,STABLE,STABLE,NO_REPEATED_FIRE,26,STRESSED,74,98,0,0,0,47.9,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.12432626661871,87.33187886630543",02-05-2026 16:55,40.5,MODERATE,59.5,24.21,DRY_STRESS,66.1,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.68,LOW,Continue monitoring,02-05-2026 16:55
GD-56-16,25.00754581386989,87.18336512,0.063055661,-0.123501199,0.2520838766638765,6.3055661313909965,25,-0.123593661,-0.126777021,-0.1015,24,0.0001,12,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,16260.46,0,17714.28,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2573543085458961,-0.123593661,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,88,0,0,0,45.15,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.007545813869886,87.1833651204457",02-05-2026 16:55,39.12,STRESSED,60.88,25.21,DRY_STRESS,64.7,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.67,LOW,Continue monitoring,02-05-2026 16:55
GD-51-18,24.96263025512034,87.20316695,0.024345134,-0.131209507,0.2666018655344026,2.434513431773725,24,-0.133113311,-0.13585404,-0.12676,24,0.0019,14,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,16589.32,0,16068.07,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2683534605192802,-0.133113311,0,STABLE,STABLE,NO_REPEATED_FIRE,27,STRESSED,73,86,0,0,0,44.05,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.96263025512034,87.203166953227",02-05-2026 16:55,40.73,MODERATE,59.27,24.11,DRY_STRESS,66.24,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.65,LOW,Continue monitoring,02-05-2026 16:55
GD-41-05,24.872799137621243,87.07445504014858,0.04299475,-0.125657195,0.2573050105021909,4.299474951780724,25,-0.138828003,-0.146353713,-0.120301,24,0.0132,46,DRY,GRID_HISTORY_CALIBRATED,32946.79,0,31696.51,0,0,NONE,0,,0,FALSE,NO_FIRE,0.258073305,-0.138828003,0,STABLE,STABLE,NO_REPEATED_FIRE,26,STRESSED,74,54,0,0,0,34.7,LOW,Routine monitoring,"https://www.google.com/maps?q=24.872799137621243,87.07445504014858",02-05-2026 16:55,39.7,STRESSED,60.3,24.91,DRY_STRESS,65.13,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.63,LOW,Continue monitoring,02-05-2026 16:55
GD-45-13,24.90873158462088,87.15366237127375,0.011680132,-0.135857036,0.2763357150283064,1.1680132246978188,23,-0.147253118,-0.156676904,-0.088416,24,0.0114,36,DRY,GRID_HISTORY_CALIBRATED,24080.81,0,22764.33,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2783318606748083,-0.147253118,0,STABLE,STABLE,NO_REPEATED_FIRE,28,STRESSED,72,64,0,0,0,37.2,LOW,Routine monitoring,"https://www.google.com/maps?q=24.908731584620877,87.15366237127375",02-05-2026 16:55,41.82,MODERATE,58.18,23.45,DRY_STRESS,67.17,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.61,LOW,Continue monitoring,02-05-2026 16:55
GD-30-28,24.77398490837224,87.30217611713348,0.015921989,-0.148122961,0.2985072360069565,1.592198947477038,22,-0.172465651,-0.186392515,-0.118996,24,0.0243,62,NORMAL_MOISTURE,GRID_HISTORY_CALIBRATED,28424.89,0,25034.94,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2788739795942926,-0.172465651,0,STABLE,STABLE,NO_REPEATED_FIRE,30,STRESSED,70,38,0,0,0,28.9,LOW,Routine monitoring,"https://www.google.com/maps?q=24.773984908372242,87.30217611713348",02-05-2026 16:55,44.28,MODERATE,55.72,21.7,DRY_STRESS,69.62,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.6,LOW,Continue monitoring,02-05-2026 16:55
GD-59-28,25.03449514911961,87.30217611713348,0.016093578,-0.121619825,0.2970277692275461,1.609357765522147,25,-0.122964863,-0.128775203,-0.098804,24,0.0013,19,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,3938.22,0,7162.73,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3006202861802377,-0.122964863,0,STABLE,STABLE,NO_REPEATED_FIRE,30,STRESSED,70,81,0,0,0,41.8,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.034495149119614,87.30217611713348",02-05-2026 16:55,44.11,MODERATE,55.89,25.48,DRY_STRESS,64.32,20,MODERATE_DISTANCE,0,NO_ACTIVE_FIRE,5,38.56,LOW,Continue monitoring,02-05-2026 16:55
GD-46-09,24.917714696370798,87.11405870571116,0.014553293,-0.12637403,0.2607634698116553,1.4553292690476858,25,-0.135328126,-0.139293961,-0.12637403,24,0.009,31,VERY_DRY,GRID_HISTORY_CALIBRATED,26836.12,0,26103.31,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2612997801953157,-0.135328126,0,STABLE,STABLE,NO_REPEATED_FIRE,26,STRESSED,74,69,0,0,0,39.2,LOW,Routine monitoring,"https://www.google.com/maps?q=24.917714696370794,87.11405870571116",02-05-2026 16:55,40.08,MODERATE,59.92,24.8,DRY_STRESS,65.27,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.56,LOW,Continue monitoring,02-05-2026 16:55
GD-59-02,25.03449514911961,87.04475229097663,0.011032556,-0.132244394,0.2715763672410656,1.1032556484611251,24,-0.142663997,-0.148509313,-0.126941,24,0.0104,38,DRY,GRID_HISTORY_CALIBRATED,29652.01,0,31944.53,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2767874455572529,-0.142663997,0,STABLE,STABLE,NO_REPEATED_FIRE,27,STRESSED,73,62,0,0,0,36.85,LOW,Routine monitoring,"https://www.google.com/maps?q=25.034495149119614,87.04475229097663",02-05-2026 16:55,41.29,MODERATE,58.71,23.97,DRY_STRESS,66.45,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.55,LOW,Continue monitoring,02-05-2026 16:55
GD-54-04,24.98957959037007,87.06455412375792,0.021525707,-0.107646876,0.2279344207208759,2.152570716954299,27,-0.129659744,-0.14111234,-0.065595,24,0.022,49,DRY,GRID_HISTORY_CALIBRATED,28367.64,0,29656.66,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2735627442084131,-0.129659744,0,STABLE,STABLE,NO_REPEATED_FIRE,23,STRESSED,77,51,0,0,0,34.55,LOW,Routine monitoring,"https://www.google.com/maps?q=24.98957959037007,87.06455412375792",02-05-2026 16:55,36.44,STRESSED,63.56,27.48,DRY_STRESS,61.53,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.53,LOW,Continue monitoring,02-05-2026 16:55
GD-66-29,25.097376931368988,87.31207703352413,0.029797207,-0.121631876,0.2532721329232837,2.9797206929910813,25,-0.119945903,-0.123493435,-0.096691,24,-0.0017,4,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,5978.35,0,12027.79,0,0,NONE,0,,0,FALSE,NO_FIRE,0.2606592642101469,-0.119945903,0,STABLE,STABLE,NO_REPEATED_FIRE,25,STRESSED,75,96,0,0,0,47.55,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=25.097376931368988,87.31207703352413",02-05-2026 16:55,39.25,STRESSED,60.75,25.48,DRY_STRESS,64.33,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.52,LOW,Continue monitoring,02-05-2026 16:55
GD-02-49,24.522457779374776,87.51009536133711,0.1437197551949899,-0.170530422,0.3413186496612633,14.371975519498989,18,-0.161338563,-0.170530422,-0.143525708,28,-0.0092,0,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,57073.11,0,53564.08,0,0,NONE,0,,0,FALSE,NO_FIRE,0.3466518278392309,-0.161338563,0,STABLE,STABLE,NO_REPEATED_FIRE,34,STRESSED,66,100,0,0,0,46.5,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.522457779374776,87.51009536133711",02-05-2026 16:55,49.04,MODERATE,50.96,18.5,DRY_STRESS,74.11,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,38.52,LOW,Continue monitoring,02-05-2026 16:55
