grid_id,lat,lon,forest_mask,ndmi,ndvi,forest_pct,ndmi_raw_score,ndmi_hist_mean,ndmi_hist_min,ndmi_hist_max,ndmi_hist_count,ndmi_deviation,moisture_score_calibrated,moisture_class_calibrated,ndmi_calibration_method,map1_distance_m,map1_pressure,map2_distance_m,map2_pressure,mining_pressure_score,mining_pressure_class,fire_count,fire_frp_max,fire_frp_sum,fire_detected,fire_intensity_class,ndvi_hist_mean,ndmi_hist_mean_trend,repeated_fire_count,ndvi_trend_class,ndmi_trend_class,repeated_fire_class,health_score,health_class,health_risk,moisture_risk,mining_risk,fire_risk,historical_risk_score,final_risk_score,final_priority,patrol_action,google_maps_link,system_run_timestamp_local,corrected_health_score,corrected_health_class,corrected_health_risk,corrected_moisture_score,corrected_moisture_class,corrected_moisture_risk,corrected_mining_risk,corrected_mining_class,corrected_fire_risk,corrected_fire_class,corrected_history_risk,corrected_final_risk_score,corrected_final_priority,corrected_patrol_action,pipeline_timestamp
GD-10-26,24.59432267337405,87.28237428435219,0.2676946329571132,-0.047036948,0.497649327,26.76946329571132,36,-0.067729961,-0.088541,-0.047036948,29,0.0207,88,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,48342.24,0,44837.08,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4813695173218817,-0.067729961,0,STABLE,STABLE,NO_REPEATED_FIRE,50,MODERATE,50,12,0,0,0,16.1,LOW,Routine monitoring,"https://www.google.com/maps?q=24.59432267337405,87.28237428435219",02-05-2026 16:55,66.41,MODERATE,33.59,36.14,DRY_STRESS,52.06,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.7,LOW,Continue monitoring,02-05-2026 16:55
GD-48-12,24.935680919870613,87.14376145,0.194258455,-0.008571634,0.4455135714274187,19.425845526308898,42,-0.020111834,-0.126309,-0.002633633,29,0.0115,100,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,23237.88,0,22634.89,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4385468066781954,-0.020111834,0,STABLE,STABLE,NO_REPEATED_FIRE,45,MODERATE,55,0,0,0,0,13.75,LOW,Routine monitoring,"https://www.google.com/maps?q=24.935680919870613,87.1437614548831",02-05-2026 16:55,60.61,MODERATE,39.39,41.63,MODERATE_MOISTURE,46.29,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.7,LOW,Continue monitoring,02-05-2026 16:55
GD-23-37,24.71110312612287,87.39128436464932,0.631280068,-0.058510292,0.5133994354671826,63.12800681,34,-0.089341353,-0.101142619,-0.012701,29,0.0308,53,DRY,GRID_HISTORY_CALIBRATED,34552.56,0,31028.96,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4945760196411496,-0.089341353,0,STABLE,STABLE,NO_REPEATED_FIRE,51,MODERATE,49,47,0,0,0,26.35,LOW,Routine monitoring,"https://www.google.com/maps?q=24.71110312612287,87.39128436464932",02-05-2026 16:55,68.16,MODERATE,31.84,34.5,DRY_STRESS,53.78,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.69,LOW,Continue monitoring,02-05-2026 16:55
GD-10-31,24.59432267337405,87.33187886630543,0.4456290502149251,-0.040578714,0.4896662324792828,44.56290502149251,37,-0.063405463,-0.071518464,-0.040578714,29,0.0228,67,NORMAL_MOISTURE,GRID_HISTORY_CALIBRATED,47634.18,0,44096.92,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4740835371349702,-0.063405463,0,STABLE,STABLE,NO_REPEATED_FIRE,49,MODERATE,51,33,0,0,0,22.65,LOW,Routine monitoring,"https://www.google.com/maps?q=24.59432267337405,87.33187886630543",02-05-2026 16:55,65.52,MODERATE,34.48,37.06,DRY_STRESS,51.09,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.67,LOW,Continue monitoring,02-05-2026 16:55
GD-00-23,24.50449155587496,87.25267153518026,0.4074717692480969,-0.025244345,0.4689364101764143,40.74717692480969,39,-0.039112004,-0.059775,-0.025244345,29,0.0139,74,NORMAL_MOISTURE,GRID_HISTORY_CALIBRATED,58677.94,0,55194.06,0,0,NONE,0,,0,FALSE,NO_FIRE,0.462021831,-0.039112004,0,STABLE,STABLE,NO_REPEATED_FIRE,47,MODERATE,53,26,0,0,0,21.05,LOW,Routine monitoring,"https://www.google.com/maps?q=24.504491555874957,87.25267153518026",02-05-2026 16:55,63.22,MODERATE,36.78,39.25,DRY_STRESS,48.79,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.67,LOW,Continue monitoring,02-05-2026 16:55
GD-03-26,24.53144089112468,87.28237428435219,0.3431159265584985,-0.026664608,0.4707691271740967,34.31159265584986,39,-0.052387067,-0.081884,-0.026664608,29,0.0257,100,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,55191.49,0,51674.95,0,0,NONE,0,,0,FALSE,NO_FIRE,0.457026697,-0.052387067,0,STABLE,STABLE,NO_REPEATED_FIRE,47,MODERATE,53,0,0,0,0,13.25,LOW,Routine monitoring,"https://www.google.com/maps?q=24.53144089112468,87.28237428435219",02-05-2026 16:55,63.42,MODERATE,36.58,39.05,DRY_STRESS,49,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.67,LOW,Continue monitoring,02-05-2026 16:55
GD-14-14,24.63025512037369,87.16356328766442,0.4871759473403367,-0.029409888,0.4745700879795847,48.71759473403367,39,-0.054129091,-0.096776,-0.029409888,29,0.0247,100,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,47922.89,0,44914.19,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4604067866808664,-0.054129091,0,STABLE,STABLE,NO_REPEATED_FIRE,47,MODERATE,53,0,0,0,0,13.25,LOW,Routine monitoring,"https://www.google.com/maps?q=24.63025512037369,87.16356328766442",02-05-2026 16:55,63.84,MODERATE,36.16,38.66,DRY_STRESS,49.41,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.67,LOW,Continue monitoring,02-05-2026 16:55
GD-17-06,24.65720445562341,87.08435595653921,0.3509553460238402,-0.025506307,0.4695013073372377,35.09553460238402,39,-0.057019008,-0.068349191,-0.021296,29,0.0315,91,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,49170.8,0,46527.81,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4434400035659628,-0.057019008,0,STABLE,STABLE,NO_REPEATED_FIRE,47,MODERATE,53,9,0,0,0,15.95,LOW,Routine monitoring,"https://www.google.com/maps?q=24.657204455623415,87.08435595653921",02-05-2026 16:55,63.28,MODERATE,36.72,39.21,DRY_STRESS,48.83,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.66,LOW,Continue monitoring,02-05-2026 16:55
GD-49-42,24.944664031620523,87.44078894660257,0.6162969636352875,-0.027295019,0.4723271102629375,61.62969636352875,39,-0.038751391,-0.051127005,-0.018673506,29,0.0115,53,DRY,GRID_HISTORY_CALIBRATED,10578.62,0,8011.72,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4662596730981466,-0.038751391,0,STABLE,STABLE,NO_REPEATED_FIRE,47,MODERATE,53,47,0,0,0,27.35,LOW,Routine monitoring,"https://www.google.com/maps?q=24.944664031620523,87.44078894660257",02-05-2026 16:55,63.59,MODERATE,36.41,38.96,DRY_STRESS,49.09,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.65,LOW,Continue monitoring,02-05-2026 16:55
GD-03-41,24.53144089112468,87.43088803021192,0.512440413,-0.035491126,0.483401757,51.2440413,38,-0.050786523,-0.175806,-0.035491126,29,0.0153,100,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,54702.91,0,51168.71,0,0,NONE,0,,0,FALSE,NO_FIRE,0.469902692,-0.050786523,0,STABLE,STABLE,NO_REPEATED_FIRE,48,MODERATE,52,0,0,0,0,13,LOW,Routine monitoring,"https://www.google.com/maps?q=24.53144089112468,87.43088803021192",02-05-2026 16:55,64.82,MODERATE,35.18,37.79,DRY_STRESS,50.32,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.65,LOW,Continue monitoring,02-05-2026 16:55
GD-10-19,24.59432267337405,87.21306786961765,0.379019357,-0.028149735,0.4739917142006962,37.901935667520405,39,-0.062607589,-0.076008626,-0.028149735,29,0.0345,100,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,49922.7,0,46712.92,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4528656313093322,-0.062607589,0,STABLE,STABLE,NO_REPEATED_FIRE,47,MODERATE,53,0,0,0,0,13.25,LOW,Routine monitoring,"https://www.google.com/maps?q=24.59432267337405,87.21306786961765",02-05-2026 16:55,63.78,MODERATE,36.22,38.84,DRY_STRESS,49.22,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.63,LOW,Continue monitoring,02-05-2026 16:55
GD-24-09,24.720086237872785,87.11405870571116,0.2424314125112339,-0.026605833,0.4720746333507442,24.24314125112339,39,-0.038482291,-0.08722,-0.026605833,29,0.0119,100,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,41733.05,0,39181.5,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4651655843179279,-0.038482291,0,STABLE,STABLE,NO_REPEATED_FIRE,47,MODERATE,53,0,0,0,0,13.25,LOW,Routine monitoring,"https://www.google.com/maps?q=24.720086237872785,87.11405870571116",02-05-2026 16:55,63.56,MODERATE,36.44,39.06,DRY_STRESS,48.99,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.63,LOW,Continue monitoring,02-05-2026 16:55
GD-07-24,24.56737333812432,87.26257245157089,0.4845817564156219,-0.036412777,0.4859665000168829,48.45817564156219,38,-0.047763645,-0.054986481,-0.036412777,29,0.0114,42,DRY,GRID_HISTORY_CALIBRATED,51648.43,0,48183.84,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4833265251012176,-0.047763645,0,STABLE,STABLE,NO_REPEATED_FIRE,49,MODERATE,51,58,0,0,0,30.15,LOW,Routine monitoring,"https://www.google.com/maps?q=24.56737333812432,87.26257245157089",02-05-2026 16:55,65.11,MODERATE,34.89,37.66,DRY_STRESS,50.46,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.61,LOW,Continue monitoring,02-05-2026 16:55
GD-43-40,24.890765361121066,87.42098711382127,0.6257540746897763,-0.029156056,0.4759326740671624,62.57540746897763,39,-0.057083119,-0.068652039,-0.029156056,29,0.0279,84,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,15356.55,0,11900.53,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4550604341585271,-0.057083119,0,STABLE,STABLE,NO_REPEATED_FIRE,48,MODERATE,52,16,0,0,0,17.8,LOW,Routine monitoring,"https://www.google.com/maps?q=24.890765361121062,87.42098711382127",02-05-2026 16:55,63.99,MODERATE,36.01,38.69,DRY_STRESS,49.37,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.61,LOW,Continue monitoring,02-05-2026 16:55
GD-50-25,24.95364714337043,87.27247336796154,0.2378217399039333,-0.004130201,0.4427104832957481,23.78217399039333,42,-0.011949671,-0.074131,0.007309394,29,0.0078,91,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,11568.24,0,9802.61,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4372727284778669,-0.011949671,0,STABLE,STABLE,NO_REPEATED_FIRE,44,MODERATE,56,9,0,0,0,16.7,LOW,Routine monitoring,"https://www.google.com/maps?q=24.95364714337043,87.27247336796154",02-05-2026 16:55,60.3,MODERATE,39.7,42.27,MODERATE_MOISTURE,45.62,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.6,LOW,Continue monitoring,02-05-2026 16:55
GD-15-13,24.63923823,87.15366237127375,0.5233701155412518,-0.024936103,0.4707453869036735,52.337011554125176,39,-0.055440171,-0.070273,-0.024936103,29,0.0305,96,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,47436.02,0,44479.32,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4552119636476838,-0.055440171,0,STABLE,STABLE,NO_REPEATED_FIRE,47,MODERATE,53,4,0,0,0,14.45,LOW,Routine monitoring,"https://www.google.com/maps?q=24.639238232123596,87.15366237127375",02-05-2026 16:55,63.42,MODERATE,36.58,39.29,DRY_STRESS,48.74,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.6,LOW,Continue monitoring,02-05-2026 16:55
GD-55-47,24.99856270211998,87.49029352855581,0.4572107861311446,-0.028001503,0.4754411610912677,45.721078613114464,39,-0.025316012,-0.030450087,-0.009747814,29,-0.0027,5,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,10206.76,0,10859.65,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4701697826923675,-0.025316012,0,STABLE,STABLE,NO_REPEATED_FIRE,48,MODERATE,52,95,0,0,0,41.5,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.99856270211998,87.49029352855581",02-05-2026 16:55,63.94,MODERATE,36.06,38.86,DRY_STRESS,49.2,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.58,LOW,Continue monitoring,02-05-2026 16:55
GD-32-50,24.791951131872057,87.51999627772776,0.1825088468717345,-0.034895437,0.485440011,18.25088468717345,38,-0.028800512,-0.034895437,-0.016472458,28,-0.0061,0,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,29275.05,0,26264.68,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4843037092539643,-0.028800512,0,STABLE,STABLE,NO_REPEATED_FIRE,49,MODERATE,51,100,0,0,0,42.75,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.791951131872057,87.51999627772776",02-05-2026 16:55,65.05,MODERATE,34.95,37.87,DRY_STRESS,50.23,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.55,LOW,Continue monitoring,02-05-2026 16:55
GD-24-39,24.720086237872785,87.41108619743062,0.6120857554157527,-0.037174988,0.4890339265510035,61.20857554157527,38,-0.071243942,-0.084246722,0.024284,29,0.0341,48,DRY,GRID_HISTORY_CALIBRATED,33720.47,0,30185.92,0,0,NONE,0,,0,FALSE,NO_FIRE,0.46372032,-0.071243942,0,STABLE,STABLE,NO_REPEATED_FIRE,49,MODERATE,51,52,0,0,0,28.35,LOW,Routine monitoring,"https://www.google.com/maps?q=24.720086237872785,87.41108619743062",02-05-2026 16:55,65.45,MODERATE,34.55,37.55,DRY_STRESS,50.58,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.54,LOW,Continue monitoring,02-05-2026 16:55
GD-19-16,24.675170679123237,87.18336512,0.3618267212239794,-0.01794314,0.4630911297591012,36.182672122397946,40,-0.047652066,-0.086592,-0.01794314,29,0.0297,100,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,42564.42,0,39567.67,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4500070820146872,-0.047652066,0,STABLE,STABLE,NO_REPEATED_FIRE,46,MODERATE,54,0,0,0,0,13.5,LOW,Routine monitoring,"https://www.google.com/maps?q=24.675170679123234,87.1833651204457",02-05-2026 16:55,62.57,MODERATE,37.43,40.29,MODERATE_MOISTURE,47.69,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.54,LOW,Continue monitoring,02-05-2026 16:55
GD-63-47,25.07042759611925,87.49029352855581,0.1688532890422655,-0.011165425,0.4547642472808392,16.885328904226547,41,-0.020118671,-0.035998535,0.072533,29,0.009,28,VERY_DRY,GRID_HISTORY_CALIBRATED,10240.01,0,13612.81,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4549386778217275,-0.020118671,0,STABLE,STABLE,NO_REPEATED_FIRE,45,MODERATE,55,72,0,0,0,35.35,LOW,Routine monitoring,"https://www.google.com/maps?q=25.070427596119252,87.49029352855581",02-05-2026 16:55,61.64,MODERATE,38.36,41.26,MODERATE_MOISTURE,46.67,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.51,LOW,Continue monitoring,02-05-2026 16:55
GD-59-41,25.03449514911961,87.43088803021192,0.6165237374666377,0.000540479,0.4840841458081945,61.65237374666377,43,-0.002940193,-0.022233,0.005895955,29,0.0035,51,DRY,GRID_HISTORY_CALIBRATED,3571.97,0,6439.03,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4796631596468219,-0.002940193,0,STABLE,STABLE,NO_REPEATED_FIRE,48,MODERATE,52,49,0,0,0,27.7,LOW,Routine monitoring,"https://www.google.com/maps?q=25.034495149119614,87.43088803021192",02-05-2026 16:55,64.9,MODERATE,35.1,42.93,MODERATE_MOISTURE,44.92,20,MODERATE_DISTANCE,0,NO_ACTIVE_FIRE,5,26.51,LOW,Continue monitoring,02-05-2026 16:55
GD-40-35,24.863816025871337,87.37148253186803,0.4222918445772849,-0.02092354,0.4678879097023697,42.22918445772849,40,-0.044008414,-0.072372,-0.02092354,29,0.0231,100,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,17602.92,0,14068.33,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4543798304605398,-0.044008414,0,STABLE,STABLE,NO_REPEATED_FIRE,47,MODERATE,53,0,0,0,0,13.25,LOW,Routine monitoring,"https://www.google.com/maps?q=24.863816025871337,87.37148253186803",02-05-2026 16:55,63.1,MODERATE,36.9,39.87,DRY_STRESS,48.14,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.51,LOW,Continue monitoring,02-05-2026 16:55
GD-00-11,24.50449155587496,87.13386053849247,0.3115147879433503,-0.010069678,0.4536324736687329,31.151478794335038,41,-0.032403322,-0.063188,-0.010069678,29,0.0223,100,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,61943.06,0,58847.29,0,0,NONE,0,,0,FALSE,NO_FIRE,0.442847783,-0.032403322,0,STABLE,STABLE,NO_REPEATED_FIRE,45,MODERATE,55,0,0,0,0,13.75,LOW,Routine monitoring,"https://www.google.com/maps?q=24.504491555874957,87.13386053849247",02-05-2026 16:55,61.51,MODERATE,38.49,41.42,MODERATE_MOISTURE,46.51,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.5,LOW,Continue monitoring,02-05-2026 16:55
GD-51-42,24.96263025512034,87.44078894660257,0.5130142369735758,-0.019664443,0.4667687440377599,51.30142369735759,40,-0.041641659,-0.052083927,-0.001891,29,0.022,70,NORMAL_MOISTURE,GRID_HISTORY_CALIBRATED,8825.83,0,6827.56,0,0,NONE,0,,0,FALSE,NO_FIRE,0.451351966,-0.041641659,0,STABLE,STABLE,NO_REPEATED_FIRE,47,MODERATE,53,30,0,0,0,22.25,LOW,Routine monitoring,"https://www.google.com/maps?q=24.96263025512034,87.44078894660257",02-05-2026 16:55,62.97,MODERATE,37.03,40.05,MODERATE_MOISTURE,47.95,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.49,LOW,Continue monitoring,02-05-2026 16:55
GD-35-32,24.818900467121782,87.34177978269608,0.6805090483931931,-0.040492062,0.4948799727829029,68.05090483931932,37,-0.067353577,-0.07726797,-0.040492062,29,0.0269,79,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,22812.02,0,19287.85,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4763349916383436,-0.067353577,0,STABLE,STABLE,NO_REPEATED_FIRE,49,MODERATE,51,21,0,0,0,19.05,LOW,Routine monitoring,"https://www.google.com/maps?q=24.818900467121786,87.34177978269608",02-05-2026 16:55,66.1,MODERATE,33.9,37.07,DRY_STRESS,51.07,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.49,LOW,Continue monitoring,02-05-2026 16:55
GD-68-49,25.115343154868803,87.51009536133711,0.2791708383767436,-0.005180598,0.4475632039322988,27.91708383767436,42,-0.018145857,-0.027303361,-0.005180598,28,0.013,49,DRY,GRID_HISTORY_CALIBRATED,14273.93,0,18390.16,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4399483112171974,-0.018145857,0,STABLE,STABLE,NO_REPEATED_FIRE,45,MODERATE,55,51,0,0,0,29.05,LOW,Routine monitoring,"https://www.google.com/maps?q=25.115343154868803,87.51009536133711",02-05-2026 16:55,60.84,MODERATE,39.16,42.12,MODERATE_MOISTURE,45.78,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.48,LOW,Continue monitoring,02-05-2026 16:55
GD-30-36,24.77398490837224,87.38138344825867,0.5126360572839794,-0.024222781,0.4731743200270279,51.26360572839794,39,-0.060284566,-0.081767,-0.024222781,29,0.0361,100,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,27556.59,0,24032.84,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4480990346578872,-0.060284566,0,STABLE,STABLE,NO_REPEATED_FIRE,47,MODERATE,53,0,0,0,0,13.25,LOW,Routine monitoring,"https://www.google.com/maps?q=24.773984908372242,87.38138344825867",02-05-2026 16:55,63.69,MODERATE,36.31,39.4,DRY_STRESS,48.63,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.48,LOW,Continue monitoring,02-05-2026 16:55
GD-01-11,24.51347466762487,87.13386053849247,0.2431709660202806,-0.012736371,0.4583365393687956,24.31709660202806,41,-0.028284248,-0.038076099,-0.012736371,29,0.0155,56,NORMAL_MOISTURE,GRID_HISTORY_CALIBRATED,61016.52,0,57930.77,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4502873210136968,-0.028284248,0,STABLE,STABLE,NO_REPEATED_FIRE,46,MODERATE,54,44,0,0,0,26.7,LOW,Routine monitoring,"https://www.google.com/maps?q=24.51347466762487,87.13386053849247",02-05-2026 16:55,62.04,MODERATE,37.96,41.04,MODERATE_MOISTURE,46.91,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.46,LOW,Continue monitoring,02-05-2026 16:55
GD-38-44,24.845849802371514,87.46059077938386,0.965531376,-0.059064448,0.5209491814589787,96.55313756,34,-0.075267028,-0.090267836,-0.029455,29,0.0162,56,NORMAL_MOISTURE,GRID_HISTORY_CALIBRATED,21407.17,0,18082.97,0,0,NONE,0,,0,FALSE,NO_FIRE,0.5050707610675709,-0.075267028,0,STABLE,STABLE,NO_REPEATED_FIRE,52,MODERATE,48,44,0,0,0,25.2,LOW,Routine monitoring,"https://www.google.com/maps?q=24.845849802371514,87.46059077938386",02-05-2026 16:55,68.99,MODERATE,31.01,34.42,DRY_STRESS,53.86,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.46,LOW,Continue monitoring,02-05-2026 16:55
GD-19-12,24.675170679123237,87.14376145,0.2895389587030165,-0.030969383,0.4830433294578401,28.95389587030165,38,-0.054886103,-0.064221695,-0.030969383,29,0.0239,72,NORMAL_MOISTURE,GRID_HISTORY_CALIBRATED,44349.2,0,41513.08,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4709166427240773,-0.054886103,0,STABLE,STABLE,NO_REPEATED_FIRE,48,MODERATE,52,28,0,0,0,21.4,LOW,Routine monitoring,"https://www.google.com/maps?q=24.675170679123234,87.1437614548831",02-05-2026 16:55,64.78,MODERATE,35.22,38.43,DRY_STRESS,49.65,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.46,LOW,Continue monitoring,02-05-2026 16:55
GD-36-42,24.82788358,87.44078894660257,0.8744593488703072,-0.034652796,0.4878871428695128,87.44593488703072,38,-0.068292964,-0.083326285,-0.026327,29,0.0336,90,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,22598.61,0,19128.15,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4704149829280296,-0.068292964,0,STABLE,STABLE,NO_REPEATED_FIRE,49,MODERATE,51,10,0,0,0,15.75,LOW,Routine monitoring,"https://www.google.com/maps?q=24.8278835788717,87.44078894660257",02-05-2026 16:55,65.32,MODERATE,34.68,37.91,DRY_STRESS,50.2,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.46,LOW,Continue monitoring,02-05-2026 16:55
GD-38-27,24.845849802371514,87.29227520074284,0.1917983290388734,0.000947747,0.4397924305988054,19.17983290388734,43,-0.023917092,-0.073693,0.000947747,29,0.0249,100,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,20948.06,0,17794.41,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4232163770045815,-0.023917092,0,STABLE,STABLE,NO_REPEATED_FIRE,44,MODERATE,56,0,0,0,0,14,LOW,Routine monitoring,"https://www.google.com/maps?q=24.845849802371514,87.29227520074284",02-05-2026 16:55,59.98,MODERATE,40.02,42.99,MODERATE_MOISTURE,44.86,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.46,LOW,Continue monitoring,02-05-2026 16:55
GD-20-04,24.684153790873143,87.06455412375792,0.5047829584710745,-0.02314009,0.472362987,50.47829584710745,40,-0.056638177,-0.087573,-0.02314009,29,0.0335,100,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,47913.97,0,45445.91,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4441590288578209,-0.056638177,0,STABLE,STABLE,NO_REPEATED_FIRE,47,MODERATE,53,0,0,0,0,13.25,LOW,Routine monitoring,"https://www.google.com/maps?q=24.684153790873143,87.06455412375792",02-05-2026 16:55,63.6,MODERATE,36.4,39.55,DRY_STRESS,48.47,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.46,LOW,Continue monitoring,02-05-2026 16:55
GD-18-50,24.666187567373328,87.51999627772776,0.5967299485732269,-0.041168351,0.4971510987081901,59.67299485732269,37,-0.034924801,-0.041168351,-0.021865965,28,-0.0062,0,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,42135.08,0,38705.32,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4978463759820809,-0.034924801,0,STABLE,STABLE,NO_REPEATED_FIRE,50,MODERATE,50,100,0,0,0,42.5,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.666187567373328,87.51999627772776",02-05-2026 16:55,66.35,MODERATE,33.65,36.98,DRY_STRESS,51.18,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.45,LOW,Continue monitoring,02-05-2026 16:55
GD-37-20,24.836866690621605,87.22296878600831,0.1778894819218245,0.007396951,0.4314469114663977,17.78894819218245,44,-0.01420146,-0.034081,0.007396951,29,0.0216,88,GOOD_MOISTURE,GRID_HISTORY_CALIBRATED,24851.54,0,22207.43,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4239290587332347,-0.01420146,0,STABLE,STABLE,NO_REPEATED_FIRE,43,MODERATE,57,12,0,0,0,17.85,LOW,Routine monitoring,"https://www.google.com/maps?q=24.836866690621605,87.22296878600831",02-05-2026 16:55,59.05,MODERATE,40.95,43.91,MODERATE_MOISTURE,43.89,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.45,LOW,Continue monitoring,02-05-2026 16:55
GD-06-47,24.55839022637441,87.49029352855581,0.3521334282156173,-0.036528672,0.4910216347455653,35.21334282156173,38,-0.033034476,-0.04033,-0.024294478,29,-0.0035,8,DRY_CRITICAL,GRID_HISTORY_CALIBRATED,52738.63,0,49222.06,0,0,NONE,0,,0,FALSE,NO_FIRE,0.4848421102615154,-0.033034476,0,STABLE,STABLE,NO_REPEATED_FIRE,49,MODERATE,51,92,0,0,0,40.35,MEDIUM,Monitor within 3 days; compare moisture and vegetation trend,"https://www.google.com/maps?q=24.55839022637441,87.49029352855581",02-05-2026 16:55,65.67,MODERATE,34.33,37.64,DRY_STRESS,50.48,5,LOW_PROXIMITY,0,NO_ACTIVE_FIRE,5,26.44,LOW,Continue monitoring,02-05-2026 16:55
