grid_id,lat,lon,google_maps_link,forest_pct,ndvi,ndmi,health_class,moisture_class_calibrated,ndvi_trend_class,ndmi_trend_class,ndvi_change_from_365d,ndmi_change_from_365d,hansen_loss_pct,fire_count,fire_detected,repeated_fire_count,repeated_fire_class,final_priority,final_risk_score,ecological_watch_level,chronic_repeated_stress_flag,soilgrids_soc,carbon_engine_version,carbon_engine_run_time,genuine_carbon_score,raw_carbon_score_before_cap,genuine_carbon_class,carbon_recommendation,field_verification_required,genuine_carbon_reason,forest_persistence_component,fris_ecological_component,ndvi_trend_history_component,ndmi_trend_history_component,fire_history_component,hansen_loss_component,soilgrids_soc_component,weight_forest_persistence,weight_fris_ecological_score,weight_ndvi_trend_history,weight_ndmi_trend_history,weight_fire_history,weight_hansen_loss,weight_soilgrids_soc,soilgrids_soc,carbon_stock_ton,carbon_stock_co2e_ton,carbon_change_co2e_ton,forest_area_for_carbon_ha,carbon_claim_status,genuine_carbon_rank
GD-22-32,24.70212004367192,87.42177978358498,"https://www.google.com/maps?q=24.702120043671922,87.42177978358498",87.24646757211592,0.652779534,0.2147170296562364,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0647,0.0374,0.36,0,False,0,NO_REPEATED_FIRE,LOW,20.44,LOW_ECOLOGICAL_WATCH,False,168.48,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,81.39,81.39,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 81.39/100 (raw score 81.39/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=79.56; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=168.48).,100,79.56,20.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,168.48,3868.021,14182.743,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,82
GD-43-39,24.890765390417087,87.49108619845782,"https://www.google.com/maps?q=24.890765390417087,87.49108619845782",86.38825831702557,0.5953716028867884,0.1984126955562485,MODERATE,GOOD_MOISTURE,STABLE,IMPROVING,-0.1064,0.0446,0.94,0,False,0,NO_REPEATED_FIRE,LOW,20.71,LOW_ECOLOGICAL_WATCH,False,219.77,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,81.32,81.32,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 81.32/100 (raw score 81.32/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=79.29; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=219.77).,100,79.29,20.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,219.77,2343.529,8592.939,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,83
GD-33-33,24.80093427292036,87.43168069999292,"https://www.google.com/maps?q=24.80093427292036,87.43168069999292",92.72171952382824,0.6579281343129977,0.1923843503387435,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0504,0.0386,0.75,0,False,0,NO_REPEATED_FIRE,LOW,20.75,LOW_ECOLOGICAL_WATCH,False,252.05,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,81.31,81.31,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 81.31/100 (raw score 81.31/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=79.25; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=252.05).,100,79.25,20.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,252.05,5874.47,21539.722,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,84
GD-38-32,24.845849831669348,87.42177978,"https://www.google.com/maps?q=24.845849831669348,87.4217797835799",99.08361436300612,0.7683223717528751,0.3272574098087772,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0377,0.0506,3.96,0,False,0,NO_REPEATED_FIRE,LOW,13.14,ROUTINE_MONITORING,False,268.97,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,81.22,81.22,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 81.22/100 (raw score 81.22/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=86.86; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=268.97).,100,86.86,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,268.97,8874.874,32541.206,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,85
GD-43-40,24.890765390416945,87.50098711486918,"https://www.google.com/maps?q=24.890765390416945,87.50098711486918",87.49984878662843,0.5687786631067527,0.1553875462264075,MODERATE,GOOD_MOISTURE,STABLE,IMPROVING,-0.0525,0.0711,0.14,0,False,0,NO_REPEATED_FIRE,LOW,21.34,LOW_ECOLOGICAL_WATCH,False,210.0,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,81.16,81.16,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 81.16/100 (raw score 81.16/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=78.66; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=210.00).,100,78.66,20.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,210.0,2659.933,9753.087,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,86
GD-39-31,24.85483294,87.41187887,"https://www.google.com/maps?q=24.8548329434192,87.4118788671682",99.93648590947907,0.7617462901294615,0.313286775211768,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0332,0.0646,4.55,0,False,0,NO_REPEATED_FIRE,LOW,13.35,ROUTINE_MONITORING,False,205.54,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,81.16,81.16,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 81.16/100 (raw score 81.16/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=86.65; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=205.54).,100,86.65,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,205.54,10270.248,37657.576,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,87
GD-40-33,24.863816055168705,87.43168069999064,"https://www.google.com/maps?q=24.863816055168705,87.43168069999064",95.85255145082778,0.7436077085485632,0.2957929669072544,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0457,0.0875,2.94,0,False,0,NO_REPEATED_FIRE,LOW,13.77,ROUTINE_MONITORING,False,252.89,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,81.06,81.06,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 81.06/100 (raw score 81.06/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=86.23; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=252.89).,100,86.23,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,252.89,3651.971,13390.561,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,88
GD-36-33,24.827883608169724,87.43168069999194,"https://www.google.com/maps?q=24.827883608169724,87.43168069999194",98.37541304942648,0.7363699951626325,0.2835799749771762,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0441,0.0487,1.95,0,False,0,NO_REPEATED_FIRE,LOW,13.77,ROUTINE_MONITORING,False,235.98,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,81.06,81.06,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 81.06/100 (raw score 81.06/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=86.23; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=235.98).,100,86.23,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,235.98,7165.654,26274.063,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,89
GD-42-40,24.88178227866726,87.50098711486955,"https://www.google.com/maps?q=24.88178227866726,87.50098711486955",86.20596044,0.4753784343804602,0.1881990994373779,MODERATE,GOOD_MOISTURE,DECLINING,IMPROVING,-0.1883,0.0388,0.0,0,False,0,NO_REPEATED_FIRE,LOW,22.03,LOW_ECOLOGICAL_WATCH,False,189.44,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.99,80.99,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 80.99/100 (raw score 80.99/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.97; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=189.44).,100,77.97,20.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,189.44,2741.111,10050.741,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,90
GD-26-35,24.73805249,87.45148253281816,"https://www.google.com/maps?q=24.7380524906712,87.45148253281816",92.46800858749636,0.6170937272030487,0.1895186901691258,HEALTHY,GOOD_MOISTURE,DECLINING,STABLE,-0.0822,0.0394,0.54,0,False,0,NO_REPEATED_FIRE,LOW,22.09,LOW_ECOLOGICAL_WATCH,False,195.74,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.98,80.98,CARBON_WATCH_ZONE,Monitor in next FRIS cycles before making intervention decision.,NO,CARBON_WATCH_ZONE: final score 80.98/100 (raw score 80.98/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.91; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=195.74).,100,77.91,20.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,195.74,3682.014,13500.717,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,91
GD-35-31,24.81890049642017,87.41187886716943,"https://www.google.com/maps?q=24.81890049642017,87.41187886716943",99.07610408888074,0.7059520579357529,0.2502335688708708,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0439,0.0492,2.91,0,False,0,NO_REPEATED_FIRE,LOW,14.4,ROUTINE_MONITORING,False,269.82,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.9,80.9,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 80.90/100 (raw score 80.90/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.6; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=269.82).,100,85.6,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,269.82,5298.55,19428.018,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,92
GD-26-31,24.738052490671663,87.41187886717223,"https://www.google.com/maps?q=24.738052490671663,87.41187886717223",98.6873260824472,0.7077191456083133,0.2531040925138276,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0344,0.0674,2.89,0,False,0,NO_REPEATED_FIRE,LOW,14.4,ROUTINE_MONITORING,False,167.01,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.9,80.9,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 80.90/100 (raw score 80.90/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.6; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=167.01).,100,85.6,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,167.01,4055.946,14871.801,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,93
GD-42-33,24.881782278668133,87.43168069998998,"https://www.google.com/maps?q=24.881782278668133,87.43168069998998",92.94687527019224,0.7086706574680898,0.243024808394093,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0425,0.0713,4.52,0,False,0,NO_REPEATED_FIRE,LOW,14.4,ROUTINE_MONITORING,False,218.06,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.9,80.9,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 80.90/100 (raw score 80.90/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.6; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=218.06).,100,85.6,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,218.06,2898.354,10627.299,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,94
GD-41-39,24.87279916691769,87.49108619845856,"https://www.google.com/maps?q=24.87279916691769,87.49108619845856",87.50890411592547,0.5387765875063056,0.1768339552352322,MODERATE,GOOD_MOISTURE,DECLINING,IMPROVING,-0.116,0.0602,0.04,0,False,0,NO_REPEATED_FIRE,LOW,22.47,MEDIUM_ECOLOGICAL_VERIFICATION,False,197.59,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.88,80.88,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 80.88/100 (raw score 80.88/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.53; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=197.59).,100,77.53,20.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,197.59,3123.353,11452.294,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,95
GD-45-38,24.90873161391657,87.48118528204573,"https://www.google.com/maps?q=24.908731613916572,87.48118528204573",94.38903710303296,0.6979543002501668,0.2457015343405822,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0335,0.0887,2.23,0,False,0,NO_REPEATED_FIRE,LOW,14.61,ROUTINE_MONITORING,False,253.64,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.85,80.85,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 80.85/100 (raw score 80.85/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.39; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=253.64).,100,85.39,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,253.64,2948.212,10810.111,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,96
GD-33-32,24.80093427292047,87.42177978358148,"https://www.google.com/maps?q=24.80093427292047,87.42177978358148",98.80796968794516,0.6931875013522792,0.2622867634450777,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.046,0.0569,4.66,0,False,0,NO_REPEATED_FIRE,LOW,14.82,ROUTINE_MONITORING,False,197.19,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.8,80.8,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 80.80/100 (raw score 80.80/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.18; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=197.19).,100,85.18,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,197.19,3086.918,11318.701,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,97
GD-31-32,24.78296804942084,87.42177978358212,"https://www.google.com/maps?q=24.78296804942084,87.42177978358212",93.87777758,0.6754316010361608,0.1878855250113524,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0307,0.0506,2.33,0,False,0,NO_REPEATED_FIRE,LOW,15.03,ROUTINE_MONITORING,False,208.96,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.74,80.74,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 80.74/100 (raw score 80.74/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=84.97; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=208.96).,100,84.97,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,208.96,2865.755,10507.769,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,98
GD-33-31,24.80093427292057,87.41187886717006,"https://www.google.com/maps?q=24.800934272920575,87.41187886717006",97.93794772500372,0.6790656172115908,0.2345297048825201,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0369,0.0515,1.69,0,False,0,NO_REPEATED_FIRE,LOW,15.03,ROUTINE_MONITORING,False,186.0,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.74,80.74,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 80.74/100 (raw score 80.74/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=84.97; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=186.00).,100,84.97,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,186.0,3687.127,13519.466,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,99
GD-32-33,24.791951161170545,87.43168069999324,"https://www.google.com/maps?q=24.791951161170545,87.43168069999324",99.03711049176675,0.6623914278536263,0.1923789999645408,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0357,0.0512,1.81,0,False,0,NO_REPEATED_FIRE,LOW,15.45,ROUTINE_MONITORING,False,254.69,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.64,80.64,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 80.64/100 (raw score 80.64/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=84.55; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=254.69).,100,84.55,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,254.69,3285.07,12045.258,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,100
GD-35-33,24.818900496419943,87.43168069999226,"https://www.google.com/maps?q=24.818900496419946,87.43168069999226",96.17832989800036,0.6522052965137385,0.180177668869688,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.04,0.0407,2.47,0,False,0,NO_REPEATED_FIRE,LOW,15.66,ROUTINE_MONITORING,False,204.91,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.59,80.59,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 80.59/100 (raw score 80.59/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=84.34; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=204.91).,100,84.34,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,204.91,6397.974,23459.239,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,101
GD-43-37,24.890765390417343,87.47128437,"https://www.google.com/maps?q=24.890765390417343,87.4712843656351",88.41316079457776,0.6517906878091896,0.1945822074895833,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0397,0.0583,2.16,0,False,0,NO_REPEATED_FIRE,LOW,15.66,ROUTINE_MONITORING,False,228.12,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.59,80.59,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 80.59/100 (raw score 80.59/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=84.34; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=228.12).,100,84.34,20.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,228.12,3110.569,11405.419,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,102
GD-23-32,24.71110315542185,87.42177978358467,"https://www.google.com/maps?q=24.711103155421846,87.42177978358467",96.38188934353327,0.6835536289870368,0.2103234180906953,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0705,0.0194,0.92,0,False,0,NO_REPEATED_FIRE,LOW,16.48,LOW_ECOLOGICAL_WATCH,False,198.43,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.38,80.38,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 80.38/100 (raw score 80.38/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=83.52; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=198.43).,100,83.52,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,198.43,4225.334,15492.89,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,103
GD-30-33,24.773984937670885,87.43168069999389,"https://www.google.com/maps?q=24.773984937670885,87.43168069999389",93.30654937803976,0.6840019414666164,0.2100839666104165,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0689,0.0241,0.79,0,False,0,NO_REPEATED_FIRE,LOW,16.48,LOW_ECOLOGICAL_WATCH,False,239.88,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.38,80.38,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 80.38/100 (raw score 80.38/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=83.52; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=239.88).,100,83.52,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,239.88,3109.29,11400.731,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,104
GD-25-35,24.72906937892131,87.45148253,"https://www.google.com/maps?q=24.72906937892131,87.4514825328185",96.45573646604744,0.6324319389510907,0.2015420741199226,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0823,0.0287,0.41,0,False,0,NO_REPEATED_FIRE,LOW,17.79,LOW_ECOLOGICAL_WATCH,False,207.28,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,80.05,80.05,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 80.05/100 (raw score 80.05/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=82.21; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=207.28).,100,82.21,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,207.28,3055.598,11203.858,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,105
GD-17-29,24.657204484922453,87.39207703435191,"https://www.google.com/maps?q=24.657204484922453,87.39207703435191",85.24913191572034,0.6709968789687881,0.2120055780452714,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.065,0.016,0.33,0,False,0,NO_REPEATED_FIRE,LOW,18.25,LOW_ECOLOGICAL_WATCH,False,165.84,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,79.94,79.94,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 79.94/100 (raw score 79.94/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=81.75; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=165.84).,100,81.75,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,165.84,3841.814,14086.65,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,106
