grid_id,lat,lon,google_maps_link,forest_pct,ndvi,ndmi,health_class,moisture_class_calibrated,ndvi_trend_class,ndmi_trend_class,ndvi_change_from_365d,ndmi_change_from_365d,hansen_loss_pct,fire_count,fire_detected,repeated_fire_count,repeated_fire_class,final_priority,final_risk_score,ecological_watch_level,chronic_repeated_stress_flag,soilgrids_soc,carbon_engine_version,carbon_engine_run_time,genuine_carbon_score,raw_carbon_score_before_cap,genuine_carbon_class,carbon_recommendation,field_verification_required,genuine_carbon_reason,forest_persistence_component,fris_ecological_component,ndvi_trend_history_component,ndmi_trend_history_component,fire_history_component,hansen_loss_component,soilgrids_soc_component,weight_forest_persistence,weight_fris_ecological_score,weight_ndvi_trend_history,weight_ndmi_trend_history,weight_fire_history,weight_hansen_loss,weight_soilgrids_soc,soilgrids_soc,carbon_stock_ton,carbon_stock_co2e_ton,carbon_change_co2e_ton,forest_area_for_carbon_ha,carbon_claim_status,genuine_carbon_rank
GD-64-43,25.07941073715745,87.53068986409481,"https://www.google.com/maps?q=25.07941073715745,87.53068986409481",86.26306572480307,0.6308713206300581,0.1996684724943307,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0267,0.0296,0.0,0,False,0,NO_REPEATED_FIRE,LOW,20.2,LOW_ECOLOGICAL_WATCH,True,201.9,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,86.2,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 86.20/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=79.8; NDVI Trend History=65.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=201.90).,100,79.8,65.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,201.9,6251.598,22922.525,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,324
GD-02-32,24.52245780867101,87.42177978,"https://www.google.com/maps?q=24.52245780867101,87.4217797835913",85.40277530688498,0.6426901405780406,0.1553735694646174,HEALTHY,NORMAL_MOISTURE,STABLE,STABLE,-0.0017,0.031,0.64,0,False,0,NO_REPEATED_FIRE,LOW,23.3,LOW_ECOLOGICAL_WATCH,True,169.67,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,87.42,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 87.42/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=76.7; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=169.67).,100,76.7,65.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,169.67,3845.649,14100.712,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,325
GD-01-32,24.51347469692085,87.42177978,"https://www.google.com/maps?q=24.51347469692085,87.4217797835916",92.55762055065668,0.6576775019434116,0.178540825,HEALTHY,NORMAL_MOISTURE,STABLE,STABLE,-0.0053,0.029,1.61,0,False,0,NO_REPEATED_FIRE,LOW,22.88,LOW_ECOLOGICAL_WATCH,True,179.32,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,83.53,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 83.53/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.12; NDVI Trend History=65.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=179.32).,100,77.12,65.0,65.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,179.32,3738.902,13709.309,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,326
GD-24-41,24.720086267170643,87.51088803128786,"https://www.google.com/maps?q=24.720086267170643,87.51088803128786",85.19227368520673,0.4895873930917595,0.170021709556716,MODERATE,GOOD_MOISTURE,DECLINING,STABLE,-0.0384,0.0,1.14,0,False,0,NO_REPEATED_FIRE,LOW,22.79,LOW_ECOLOGICAL_WATCH,True,220.3,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,76.8,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 76.80/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.21; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=220.30).,100,77.21,20.0,65.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,220.3,7412.385,27178.744,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,327
GD-20-43,24.684153820170646,87.53068986411245,"https://www.google.com/maps?q=24.684153820170646,87.53068986411245",90.30423763760028,0.4839274428903634,0.1216077476732116,MODERATE,GOOD_MOISTURE,STABLE,STABLE,0.0,0.0,3.9,0,False,0,NO_REPEATED_FIRE,LOW,22.76,LOW_ECOLOGICAL_WATCH,True,218.99,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,83.56,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 83.56/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.24; NDVI Trend History=65.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=218.99).,100,77.24,65.0,65.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,218.99,3115.682,11424.169,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,328
GD-02-31,24.522457808671124,87.41187886717964,"https://www.google.com/maps?q=24.522457808671124,87.41187886717964",93.93108017187792,0.6687728692564702,0.1941128757224581,HEALTHY,NORMAL_MOISTURE,STABLE,STABLE,-0.0106,0.0226,2.12,0,False,0,NO_REPEATED_FIRE,LOW,22.67,LOW_ECOLOGICAL_WATCH,True,164.69,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,83.58,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 83.58/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.33; NDVI Trend History=65.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=164.69).,100,77.33,65.0,65.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,164.69,4357.648,15978.043,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,329
GD-14-40,24.63025514967113,87.50098711,"https://www.google.com/maps?q=24.63025514967113,87.5009871148801",96.75442734962468,0.7722557142551806,0.1762960449167944,HEALTHY,NORMAL_MOISTURE,IMPROVING,STABLE,0.0,0.0,0.46,0,False,0,NO_REPEATED_FIRE,LOW,22.65,LOW_ECOLOGICAL_WATCH,True,197.05,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,88.59,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 88.59/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.35; NDVI Trend History=85.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=197.05).,100,77.35,85.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,197.05,4171.641,15296.016,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,330
GD-18-39,24.666187596671254,87.49108619846707,"https://www.google.com/maps?q=24.666187596671254,87.49108619846707",88.05728093,0.45315604,0.1725939363153935,MODERATE,GOOD_MOISTURE,DECLINING,STABLE,-0.0414,0.0282,4.38,0,False,0,NO_REPEATED_FIRE,LOW,22.59,LOW_ECOLOGICAL_WATCH,True,195.48,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,76.85,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 76.85/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.41; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=195.48).,100,77.41,20.0,65.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,195.48,3753.604,13763.215,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,331
GD-17-39,24.657204484921277,87.49108619846743,"https://www.google.com/maps?q=24.657204484921273,87.49108619846743",86.65748917095819,0.4382333774427117,0.1697294795648919,MODERATE,GOOD_MOISTURE,DECLINING,STABLE,-0.0119,0.0001,0.81,0,False,0,NO_REPEATED_FIRE,LOW,22.57,LOW_ECOLOGICAL_WATCH,True,201.92,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,78.86,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 78.86/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.43; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=201.92).,100,77.43,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,201.92,3592.526,13172.594,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,332
GD-03-31,24.531440920421275,87.41187886717933,"https://www.google.com/maps?q=24.531440920421275,87.41187886717933",98.57108751550824,0.6922576540464541,0.2031530814999599,HEALTHY,NORMAL_MOISTURE,STABLE,STABLE,-0.0069,0.0262,0.63,0,False,0,NO_REPEATED_FIRE,LOW,22.51,LOW_ECOLOGICAL_WATCH,True,172.74,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,85.62,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 85.62/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.49; NDVI Trend History=65.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=172.74).,100,77.49,65.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,172.74,3623.207,13285.093,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,333
GD-02-30,24.522457808671223,87.40197795076799,"https://www.google.com/maps?q=24.522457808671223,87.40197795076799",91.28621241771933,0.6493704635065585,0.1714657385967622,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0073,0.0188,0.61,0,False,0,NO_REPEATED_FIRE,LOW,22.31,LOW_ECOLOGICAL_WATCH,True,170.51,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,85.67,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 85.67/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.69; NDVI Trend History=65.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=170.51).,100,77.69,65.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,170.51,3645.579,13367.124,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,334
GD-02-29,24.522457808671334,87.39207703435632,"https://www.google.com/maps?q=24.522457808671334,87.39207703435632",96.89603052555104,0.6930103146106898,0.1852711877618779,HEALTHY,NORMAL_MOISTURE,STABLE,STABLE,0.0011,0.0173,5.8,0,False,0,NO_REPEATED_FIRE,LOW,22.25,LOW_ECOLOGICAL_WATCH,True,167.09,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,81.69,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 81.69/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.75; NDVI Trend History=65.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=60; SoilGrids SOC Score=100 (soilgrids_soc=167.09).,100,77.75,65.0,65.0,100,60,100,25%,25%,15%,10%,10%,10%,5%,167.09,4632.504,16985.848,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,335
GD-52-28,24.971613396165115,87.38217611793027,"https://www.google.com/maps?q=24.971613396165115,87.38217611793027",97.59082013876534,0.6686794930068445,0.1952780231745576,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0376,0.0223,0.0,0,False,0,NO_REPEATED_FIRE,LOW,22.16,LOW_ECOLOGICAL_WATCH,True,143.95,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,78.21,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 78.21/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=77.84; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=85 (soilgrids_soc=143.95).,100,77.84,20.0,65.0,100,100,85,25%,25%,15%,10%,10%,10%,5%,143.95,2679.748,9825.743,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,336
GD-31-33,24.78296804942072,87.43168069999356,"https://www.google.com/maps?q=24.78296804942072,87.43168069999356",86.32580904672072,0.6424002555358878,0.1569758923498263,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0471,0.033,0.9,0,False,0,NO_REPEATED_FIRE,LOW,21.95,LOW_ECOLOGICAL_WATCH,True,244.64,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,81.01,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 81.01/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=78.05; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=244.64).,100,78.05,20.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,244.64,3193.026,11707.761,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,337
GD-25-42,24.729069378920403,87.52078894769896,"https://www.google.com/maps?q=24.729069378920403,87.52078894769896",97.43975855385658,0.8172782021142315,0.2308406014499233,HEALTHY,GOOD_MOISTURE,IMPROVING,STABLE,0.0,0.0,8.18,0,False,0,NO_REPEATED_FIRE,LOW,13.28,MEDIUM_ECOLOGICAL_VERIFICATION,True,262.89,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,86.93,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 86.93/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=86.72; NDVI Trend History=85.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=60; SoilGrids SOC Score=100 (soilgrids_soc=262.89).,100,86.72,85.0,65.0,100,60,100,25%,25%,15%,10%,10%,10%,5%,262.89,4556.439,16706.944,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,338
GD-57-27,25.016528954913007,87.37227520151757,"https://www.google.com/maps?q=25.016528954913007,87.37227520151757",93.69030197,0.5722904745486871,0.1409892689809944,MODERATE,NORMAL_MOISTURE,STABLE,STABLE,-0.01,0.0019,0.0,0,False,0,NO_REPEATED_FIRE,LOW,39.54,LOW_ECOLOGICAL_WATCH,True,158.51,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,81.37,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 81.37/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=60.46; NDVI Trend History=65.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=158.51).,100,60.46,65.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,158.51,2580.672,9462.464,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,339
GD-06-34,24.558390255671338,87.44158162,"https://www.google.com/maps?q=24.558390255671338,87.4415816164133",89.39177704742116,0.5221264016455548,0.095230056,MODERATE,NORMAL_MOISTURE,IMPROVING,STABLE,-0.0246,0.0278,9.75,0,False,4,REPEATED_FIRE_ZONE,LOW,34.25,LOW_ECOLOGICAL_WATCH,False,193.15,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,73.69,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 73.69/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=65.75; NDVI Trend History=85.0; NDMI Trend History=65.0; Fire History=20; Hansen Loss Control=60; SoilGrids SOC Score=100 (soilgrids_soc=193.15).,100,65.75,85.0,65.0,20,60,100,25%,25%,15%,10%,10%,10%,5%,193.15,3389.899,12429.63,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,340
GD-56-27,25.00754584316347,87.37227520151785,"https://www.google.com/maps?q=25.00754584316347,87.37227520151785",86.38349125922026,0.5834425509810576,0.1009372609032125,MODERATE,GOOD_MOISTURE,STABLE,STABLE,-0.0297,0.0163,0.0,0,False,0,NO_REPEATED_FIRE,LOW,35.22,LOW_ECOLOGICAL_WATCH,True,133.04,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,81.69,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 81.69/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=64.78; NDVI Trend History=65.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=85 (soilgrids_soc=133.04).,100,64.78,65.0,65.0,100,100,85,25%,25%,15%,10%,10%,10%,5%,133.04,2424.707,8890.593,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,341
GD-05-33,24.549407143921325,87.43168070000199,"https://www.google.com/maps?q=24.549407143921325,87.43168070000199",87.26240388786032,0.6512156622967097,0.1315966611378862,HEALTHY,NORMAL_MOISTURE,STABLE,STABLE,-0.0397,0.0005,2.91,0,False,0,NO_REPEATED_FIRE,LOW,27.51,LOW_ECOLOGICAL_WATCH,True,194.62,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,75.62,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 75.62/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=72.49; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=194.62).,100,72.49,20.0,65.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,194.62,3076.052,11278.857,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,342
GD-57-30,25.01652895491269,87.40197795075133,"https://www.google.com/maps?q=25.016528954912694,87.40197795075133",85.21895934,0.6012928074040567,0.1633864941096234,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0444,0.0359,0.0,0,False,0,NO_REPEATED_FIRE,LOW,27.01,LOW_ECOLOGICAL_WATCH,True,175.49,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,79.75,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 79.75/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=72.99; NDVI Trend History=20.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=175.49).,100,72.99,20.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,175.49,2475.843,9078.092,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,343
GD-11-31,24.60330581442209,87.41187886717687,"https://www.google.com/maps?q=24.60330581442209,87.41187886717687",93.34689012240251,0.7498709626979718,0.2425088944418379,HEALTHY,NORMAL_MOISTURE,STABLE,STABLE,-0.0122,0.0115,8.87,0,False,0,NO_REPEATED_FIRE,LOW,23.33,LOW_ECOLOGICAL_WATCH,True,160.68,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,81.42,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 81.42/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=76.67; NDVI Trend History=65.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=60; SoilGrids SOC Score=100 (soilgrids_soc=160.68).,100,76.67,65.0,65.0,100,60,100,25%,25%,15%,10%,10%,10%,5%,160.68,3936.415,14433.522,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,344
GD-08-37,24.576356479171174,87.47128437,"https://www.google.com/maps?q=24.576356479171178,87.4712843656475",88.79914207,0.4805158745710219,0.1436850251289189,MODERATE,NORMAL_MOISTURE,STABLE,STABLE,0.0,0.0,0.93,0,False,0,NO_REPEATED_FIRE,LOW,26.95,LOW_ECOLOGICAL_WATCH,True,201.98,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,84.51,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 84.51/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=73.05; NDVI Trend History=65.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=201.98).,100,73.05,65.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,201.98,4999.405,18331.151,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,345
GD-07-37,24.56737336742108,87.47128436564786,"https://www.google.com/maps?q=24.56737336742108,87.47128436564786",87.78317025440307,0.567562502,0.1287758236777675,MODERATE,NORMAL_MOISTURE,IMPROVING,STABLE,0.0,0.0,1.29,0,False,0,NO_REPEATED_FIRE,LOW,26.07,LOW_ECOLOGICAL_WATCH,True,191.98,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,85.73,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 85.73/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=73.93; NDVI Trend History=85.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=191.98).,100,73.93,85.0,65.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,191.98,4144.155,15195.236,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,346
GD-11-30,24.603305814422207,87.40197795076527,"https://www.google.com/maps?q=24.603305814422207,87.40197795076527",96.13552611119948,0.7203842384190482,0.2238695882029885,HEALTHY,NORMAL_MOISTURE,STABLE,STABLE,-0.0327,0.0126,5.73,0,False,0,NO_REPEATED_FIRE,LOW,23.44,LOW_ECOLOGICAL_WATCH,True,155.28,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,74.64,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 74.64/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=76.56; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=60; SoilGrids SOC Score=100 (soilgrids_soc=155.28).,100,76.56,20.0,65.0,100,60,100,25%,25%,15%,10%,10%,10%,5%,155.28,4603.74,16880.38,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,347
GD-55-36,24.998562731412907,87.46138344921955,"https://www.google.com/maps?q=24.998562731412907,87.46138344921955",99.80626223091976,0.7176479668477397,0.2359123279282437,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.047,0.0249,0.66,0,False,0,NO_REPEATED_FIRE,LOW,18.45,MEDIUM_ECOLOGICAL_VERIFICATION,True,268.38,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,45.0,79.89,CARBON_RISK_ZONE,Investigate stress drivers and consider protection or restoration intervention.,YES,CARBON_RISK_ZONE: final score 45.00/100 (raw score 79.89/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=81.55; NDVI Trend History=20.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=268.38).,100,81.55,20.0,65.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,268.38,4091.102,15000.706,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,348
